list_name,name,label::english,governorate,district,subdistrict,label::arabic
subdistrict,YE161123,As Sarar,YE16,YE1611,,السرار
subdistrict,YE161124,Wadi Bani Nawf,YE16,YE1611,,وادي بني نوف
subdistrict,YE161125,Dahyah,YE16,YE1611,,دحيه
subdistrict,YE161126,Al Ardyah,YE16,YE1611,,العرضيه
subdistrict,YE161127,Al Qirshah,YE16,YE1611,,القرشه
subdistrict,YE161128,Al Majlah,YE16,YE1611,,المجعله
subdistrict,YE161129,Al Khashah,YE16,YE1611,,الخشعه
subdistrict,YE161130,Madajir,YE16,YE1611,,مداجر
subdistrict,YE161131,Al Bihbahah,YE16,YE1611,,البحباحه
subdistrict,YE161221,Al Muranah,YE16,YE1612,,المرانه
subdistrict,YE161222,Al Kharab,YE16,YE1612,,الخراب
subdistrict,YE161223,Ash Shuaraa,YE16,YE1612,,الشعراء
subdistrict,YE161224,Hayjan,YE16,YE1612,,هيجان
subdistrict,YE170121,Azman,YE17,YE1701,,عزمان
subdistrict,YE170122,Dhu Mohammed wa Dhu Husayn,YE17,YE1701,,ذو محمد وذو حسين
subdistrict,YE170123,Sabran,YE17,YE1701,,صبران
subdistrict,YE170124,Al Otn,YE17,YE1701,,العطن
subdistrict,YE170125,Fas,YE17,YE1701,,فاس
subdistrict,YE170221,Harad,YE17,YE1702,,حرض
subdistrict,YE170222,Al Atnah,YE17,YE1702,,العتنه
subdistrict,YE170223,Al Faj,YE17,YE1702,,الفج
subdistrict,YE170224,Ash Shiab - Harad,YE17,YE1702,,الشعاب - حرض
subdistrict,YE170225,Bani Al Haddad - Harad,YE17,YE1702,,بني الحداد - حرض
subdistrict,YE170321,Bani Midi,YE17,YE1703,,بني ميدي
subdistrict,YE170322,Bani Al Ati,YE17,YE1703,,بني العاتي
subdistrict,YE170323,Al Jadah,YE17,YE1703,,الجعده
subdistrict,YE170324,Bani Fayd,YE17,YE1703,,بني فايد
subdistrict,YE170349,Midi Islands,YE17,YE1703,,جزر ميدي
subdistrict,YE170421,Bani Hasan - Abs,YE17,YE1704,,بني حسن - عبس
subdistrict,YE170422,Bani Thawab,YE17,YE1704,,بني ثواب
subdistrict,YE170423,Bani Odabi,YE17,YE1704,,بني عضابي
subdistrict,YE170424,Al Wasat - Abs,YE17,YE1704,,الوسط - عبس
subdistrict,YE170425,Matwalah,YE17,YE1704,,مطوله
subdistrict,YE170426,Al Bataryah,YE17,YE1704,,البتاريه
subdistrict,YE170427,Qatabah - Abs,YE17,YE1704,,قطبه
subdistrict,YE170521,Ad Dir,YE17,YE1705,,الدير
subdistrict,YE170522,Bani Fadil,YE17,YE1705,,بني فاضل
subdistrict,YE170621,Gharb Mustabaa,YE17,YE1706,,غرب مستباء
subdistrict,YE170622,Sharq Mustabaa,YE17,YE1706,,شرق مستباء
subdistrict,YE170623,Sharq Mustabaa Al Aqsa,YE17,YE1706,,شرق مستباءالاقصى
subdistrict,YE170721,Khamis Al Yazidi,YE17,YE1707,,خميس اليزيدي
subdistrict,YE170722,Khamis Al Qadi,YE17,YE1707,,خميس القاضي
subdistrict,YE170723,Anhum Ash Sharq,YE17,YE1707,,انهم الشرق
subdistrict,YE170724,Al Himarayin,YE17,YE1707,,الحماريين
subdistrict,YE170725,Ahim Bani Shahr,YE17,YE1707,,عاهم بني شهر
subdistrict,YE170726,Bani Dawud,YE17,YE1707,,بني داوود
subdistrict,YE170727,Anhum al Gharb,YE17,YE1707,,انهم الغرب
subdistrict,YE170728,Ahim,YE17,YE1707,,عاهم
subdistrict,YE170729,Al Abisah + Al Abadilah,YE17,YE1707,,العبيسة+العبادله
subdistrict,YE170821,Al Jamimah,YE17,YE1708,,الجميمه
subdistrict,YE170822,Khutwat Al Himarayn,YE17,YE1708,,خطوة الحمارين
subdistrict,YE170823,Baqarah Al Gharbyah,YE17,YE1708,,بقرة الغربيه
subdistrict,YE170824,Masahir Mur,YE17,YE1708,,مساهر مور
subdistrict,YE170825,Baqarah Ash Sharqiyah wa Al Wista,YE17,YE1708,,بقرة الشرقية والوسطى
subdistrict,YE170826,Wadi Ghamis,YE17,YE1708,,وادى غامس
subdistrict,YE170827,Dhahai,YE17,YE1708,,ظهاى
subdistrict,YE170828,Jafnah,YE17,YE1708,,جفنه
subdistrict,YE170829,Maswya,YE17,YE1708,,مسويا
subdistrict,YE170921,Bani Kab,YE17,YE1709,,بني كعب
subdistrict,YE170922,Afsar,YE17,YE1709,,افصر
subdistrict,YE170923,Bani Al Mahdi,YE17,YE1709,,بني المهدى
subdistrict,YE170924,Nusan,YE17,YE1709,,نوسان
subdistrict,YE170925,Madwam,YE17,YE1709,,مدوم
subdistrict,YE171021,Bani Harbi,YE17,YE1710,,بني حربي
subdistrict,YE171022,Bani Abu Hadi wa Al Obad,YE17,YE1710,,بني ابو هادي والعباد
subdistrict,YE171023,Bani Al Harith - Aflah Ash Sham,YE17,YE1710,,بني الحارث - افلح الشام
subdistrict,YE171024,Bani Hafidh wa Al Makarimah,YE17,YE1710,,بني حفيظ والمكارمه
subdistrict,YE171121,Ad Dani - Khayran Al Muharraq,YE17,YE1711,,الدانعى
subdistrict,YE171122,Masruh,YE17,YE1711,,مسروح
subdistrict,YE171123,Bani Hamlah,YE17,YE1711,,بني حمله
subdistrict,YE171124,Sharqi Al Khamisin,YE17,YE1711,,شرقي الخميسين
subdistrict,YE171125,Gharbi Al Khamisin,YE17,YE1711,,غربى الخميسين
subdistrict,YE171221,Aslam Al Yemen,YE17,YE1712,,اسلم اليمن
subdistrict,YE171222,Aslam Ash Sham,YE17,YE1712,,اسلم الشام
subdistrict,YE171223,Aslam Al Wasat,YE17,YE1712,,اسلم الوسط
subdistrict,YE171321,Bani Jil,YE17,YE1713,,بني جل
subdistrict,YE171322,Ad Dani - Qafl Shammar,YE17,YE1713,,الدانعي
subdistrict,YE171323,Al Mikhlaf - Qafl Shammar,YE17,YE1713,,المخلاف - قفل شمر
subdistrict,YE171324,Shamrin,YE17,YE1713,,شمرين
subdistrict,YE171421,Jyah,YE17,YE1714,,جياح
subdistrict,YE171422,Al Juwan wa Al Qatabiyah,YE17,YE1714,,الجوان والقطابيه
subdistrict,YE171423,Bani Yamur,YE17,YE1714,,بني يعمر
subdistrict,YE171424,Bani Falah - Aflah Al Yaman,YE17,YE1714,,بني فلاح - افلح اليمن
subdistrict,YE171425,Bani Yus,YE17,YE1714,,بني يوس
subdistrict,YE171521,Al Mahabishah,YE17,YE1715,,المحابشه
subdistrict,YE171522,Hajar,YE17,YE1715,,حجر
subdistrict,YE171523,Al Makhawis,YE17,YE1715,,المخاويس
subdistrict,YE171524,Bani Maji,YE17,YE1715,,بني مجيع
subdistrict,YE171525,Bani Haydan,YE17,YE1715,,بني حيدان
subdistrict,YE171621,Al Jabr Al Ala,YE17,YE1716,,الجبر الاعلى
subdistrict,YE171622,Alkamah,YE17,YE1716,,علكمه
subdistrict,YE171623,Al Jabr Al Asfal,YE17,YE1716,,الجبر الاسفل
subdistrict,YE171624,Al Jabr Ash Sharqi,YE17,YE1716,,الجبر الشرقي
subdistrict,YE171721,Wakyah,YE17,YE1717,,وكيه
subdistrict,YE171722,Bani Judilah,YE17,YE1717,,بني جديله
subdistrict,YE171723,Nisa,YE17,YE1717,,نيسا
subdistrict,YE171821,Kuhlan - Kuhlan Afar,YE17,YE1718,,كحلان - كحلان عفار
subdistrict,YE171822,Azzan,YE17,YE1718,,عزان
subdistrict,YE171823,Bani At Tarabi,YE17,YE1718,,بني الطربى
subdistrict,YE171824,Bani Oshb,YE17,YE1718,,بني عشب
subdistrict,YE171825,Qaydan,YE17,YE1718,,قيدان
subdistrict,YE171826,Ad Duqimi,YE17,YE1718,,الدقيمي
subdistrict,YE171827,Bani Mawhab,YE17,YE1718,,بني موهب
subdistrict,YE171828,Afar,YE17,YE1718,,عفار
subdistrict,YE171921,Sharis Al Ala,YE17,YE1719,,شرس الاعلى
subdistrict,YE171922,Sharis Al Asfal,YE17,YE1719,,شرس الاسفل
subdistrict,YE171923,Bait Qadam,YE17,YE1719,,بيت قدم
subdistrict,YE172021,Mabyan,YE17,YE1720,,مبين
subdistrict,YE172022,Al Jabr,YE17,YE1720,,الجبر
subdistrict,YE172023,Al Adbah,YE17,YE1720,,الادبعه
subdistrict,YE172024,Bani Okab,YE17,YE1720,,بني عكاب
subdistrict,YE172025,Bani Ash Shumi,YE17,YE1720,,بني الشومي
subdistrict,YE172026,Al Marahibah,YE17,YE1720,,المراحبه
subdistrict,YE172027,Adh Dhafir,YE17,YE1720,,الظفير
subdistrict,YE172121,Al Amrur,YE17,YE1721,,الامرور
subdistrict,YE172122,Janib Ash Sham,YE17,YE1721,,جانب الشام
subdistrict,YE172123,Janib Al Yemen,YE17,YE1721,,جانب اليمن
subdistrict,YE172124,Mudikhah,YE17,YE1721,,مديخه
subdistrict,YE172221,Bani Nashr,YE17,YE1722,,بني نشر
subdistrict,YE172222,Ath Thulth - Kuaydinah,YE17,YE1722,,الثلث - كعيدنه
subdistrict,YE172223,Suwakh,YE17,YE1722,,سواخ
subdistrict,YE172224,Aslam Nashir,YE17,YE1722,,اسلم ناشر
subdistrict,YE172225,As Sakabah wa Al Himarayin,YE17,YE1722,,السكابة والحماريين
subdistrict,YE172226,Al Gharbi - Kuaydinah,YE17,YE1722,,الغربي - كعيدنه
subdistrict,YE172227,Kuaydinah,YE17,YE1722,,كعيدنه
subdistrict,YE172321,Mufrih wa Tafyan,YE17,YE1723,,مفرح وطفيان
subdistrict,YE172322,Al Omaysi - Wadrah,YE17,YE1723,,العميسي
subdistrict,YE172323,Al Qahtani,YE17,YE1723,,القحطاني
subdistrict,YE172324,Wadrah,YE17,YE1723,,وضره
subdistrict,YE172325,An Nussayri,YE17,YE1723,,النصيرى
subdistrict,YE172326,Daqin wa Al Hinak,YE17,YE1723,,دعقين والحناك
subdistrict,YE172421,Rub Masud,YE17,YE1724,,ربع مسعود
subdistrict,YE172422,Rub Al Buni,YE17,YE1724,,ربع البوني
subdistrict,YE172423,Rub Hafj,YE17,YE1724,,ربع هفج
subdistrict,YE172424,Rub Ash Shamri,YE17,YE1724,,ربع الشمري
subdistrict,YE172521,Qalat Hamid,YE17,YE1725,,قلعة حميد
subdistrict,YE172522,Al Bajalyah,YE17,YE1725,,البجاليه
subdistrict,YE172523,Al Muzawitah,YE17,YE1725,,المزاوطه
subdistrict,YE172524,Adaid,YE17,YE1725,,عداعد
subdistrict,YE172525,Jabal Ash Shaghadirah,YE17,YE1725,,جبل الشغادره
subdistrict,YE172526,Al Matan,YE17,YE1725,,المعطن
subdistrict,YE172527,Dahim,YE17,YE1725,,داهم
subdistrict,YE172528,As Swalymah,YE17,YE1725,,السوالمه
subdistrict,YE172529,Al Hawasilah - Ash shaghadirah,YE17,YE1725,,الحواصله - الشغادره
subdistrict,YE172530,Al Miswah,YE17,YE1725,,المسواح
subdistrict,YE172621,Qudam - Najrah,YE17,YE1726,,قدم - نجره
subdistrict,YE172622,Dawas,YE17,YE1726,,دواس
subdistrict,YE172623,Ash Sharqi,YE17,YE1726,,الشرقى
subdistrict,YE172624,Ash Shaathimah,YE17,YE1726,,الشعاثمه
subdistrict,YE172625,Al Kabah,YE17,YE1726,,الكابه
subdistrict,YE172626,Al Qilah,YE17,YE1726,,القيله
subdistrict,YE172721,Radman,YE17,YE1727,,ردمان
subdistrict,YE172722,Al Arif,YE17,YE1727,,العريف
subdistrict,YE172723,Bani Adh Dhuad,YE17,YE1727,,بني الذواد
subdistrict,YE172724,Jabal Namir,YE17,YE1727,,جبل نمر
subdistrict,YE172725,Bani Al Qudami,YE17,YE1727,,بني القدمي
subdistrict,YE172726,Bani Al Awam,YE17,YE1727,,بني العوام
subdistrict,YE172727,Bani Ghushaym - Bani Al Awam,YE17,YE1727,,بني غشيم - بني العوام
subdistrict,YE172728,Qitat As Surabi,YE17,YE1727,,قطعة الصرابي
subdistrict,YE172821,Hajjah City,YE17,YE1728,,مدينة حجه
subdistrict,YE172822,Qudam - Hajjah City,YE17,YE1728,,قدم - مدينة حجه
subdistrict,YE172823,Hamlan,YE17,YE1728,,حملان
subdistrict,YE172824,Abs - Hajjah City,YE17,YE1728,,عبس - مدينة حجه
subdistrict,YE172921,Harbah,YE17,YE1729,,هربه
subdistrict,YE172922,Jabal Ayan,YE17,YE1729,,جبل عيان
subdistrict,YE172923,Al Mimari,YE17,YE1729,,المعمري
subdistrict,YE172924,Bani Ali - Hajjah,YE17,YE1729,,بني علي - حجه
subdistrict,YE172925,Al Ghuzi,YE17,YE1729,,الغزي
subdistrict,YE172926,An Nafish,YE17,YE1729,,النفيش
subdistrict,YE172927,Khawlan - Hajjah,YE17,YE1729,,خولان - حجه
subdistrict,YE173021,Dain,YE17,YE1730,,ضاعن
subdistrict,YE173022,Bani Rizq,YE17,YE1730,,بني رزق
subdistrict,YE173023,Bani Hani,YE17,YE1730,,بني هني
subdistrict,YE173024,Bani Sad,YE17,YE1730,,بني سعد
subdistrict,YE173121,Qarrah,YE17,YE1731,,قاره
subdistrict,YE180121,Az Zuhrah Rub Al Wadi,YE18,YE1801,,الزهرة ربع الوادي
subdistrict,YE180122,Al Farantah,YE18,YE1801,,الفرانته
subdistrict,YE180123,Rub Al Wasat,YE18,YE1801,,ربع الوسط
subdistrict,YE180124,Rub Ash Sham - Az Zuhrah,YE18,YE1801,,ربع الشام - الزهره
subdistrict,YE180125,Ar Rub Ash Sharqi - Az Zuhrah,YE18,YE1801,,الربع الشرقي - الزهره
subdistrict,YE180126,Al Khushm,YE18,YE1801,,الخشم
subdistrict,YE180221,Bani Jami (Rub Adyah),YE18,YE1802,,بني جامع(ربع عدية)
subdistrict,YE180222,Rub Al Hadrami - Alluhayah,YE18,YE1802,,ربع الحضرمي - اللحيه
subdistrict,YE180223,Rub Ash Sham - Alluhayah,YE18,YE1802,,ربع الشام - اللحيه
subdistrict,YE180224,Mur wa Rub Al Wadi,YE18,YE1802,,مور وربع الوادي
subdistrict,YE180226,Az Zaliyah Rub As Samali,YE18,YE1802,,الزعلية ربع السمعلي
subdistrict,YE180227,Az Zaliyah Rub Al Mahjub,YE18,YE1802,,الزعلية ربع المحجوب
subdistrict,YE180228,Rub Al Maqrani Az Zaliyah,YE18,YE1802,,ربع المقرني الزعليه
subdistrict,YE180229,Az Zaliyah Rub Abak,YE18,YE1802,,الزعلية ربع عباك
subdistrict,YE180230,Al Bujyah,YE18,YE1802,,البعجيه
subdistrict,YE180231,Rub Al Flu,YE18,YE1802,,ربع الفلو
subdistrict,YE180232,Rub Al Hajn (Bani Jami),YE18,YE1802,,ربع الهجن(بني جامع)
subdistrict,YE180233,Al Khubah,YE18,YE1802,,الخوبه
subdistrict,YE180240,Al Luhayah Islands,YE18,YE1802,,جزر اللحيه
subdistrict,YE180241,Tikfash Island,YE18,YE1802,,جزيرة تكفاش
subdistrict,YE180247,Zurban Island,YE18,YE1802,,جزيرة زوربان
subdistrict,YE180248,Adh Dhahair Island,YE18,YE1802,,جزيرة الظهائر
subdistrict,YE180249,Al Jawsak Island,YE18,YE1802,,جزيرة الجوساك
subdistrict,YE180251,Humar Island,YE18,YE1802,,جزيرة حمر
subdistrict,YE180253,Al Kus Island,YE18,YE1802,,جزيرة الكوس
subdistrict,YE180254,Al Kus As Saghir Island,YE18,YE1802,,جزيرة الكوس الصغير
subdistrict,YE180255,Al Kutama Island,YE18,YE1802,,جزيرة الكتاما
subdistrict,YE180256,Al Maswadak Island,YE18,YE1802,,جزيرة المسودك
subdistrict,YE180257,Kadman As Saghir Island,YE18,YE1802,,جزيرة كدمان الصغير
subdistrict,YE180258,Kadman Al Kabir Island,YE18,YE1802,,جزيرة كدمان الكبير
subdistrict,YE180259,Rub Ad Dus,YE18,YE1802,,ربع الدوس
subdistrict,YE180260,Al Mark Island,YE18,YE1802,,جزيرة المرك
subdistrict,YE180266,Bahijah Island,YE18,YE1802,,جزيرة بهيجه
subdistrict,YE180267,Frayah Island,YE18,YE1802,,جزيرة فراعيه
subdistrict,YE180269,Mukhaydiri Island,YE18,YE1802,,جزيرة مخيضري
subdistrict,YE180270,Yumna Island,YE18,YE1802,,جزيرة يُمنى
subdistrict,YE180271,Anayib Island,YE18,YE1802,,جزيرة عنايب
subdistrict,YE180272,Labwan Island,YE18,YE1802,,جزيرة لبوان
subdistrict,YE180273,Antufish Island,YE18,YE1802,,جزيرة انتوفش
subdistrict,YE180277,Duhayrimah Island (Drima),YE18,YE1802,,جزيرة دحريمة (دريما)
subdistrict,YE180321,Kamaran Island,YE18,YE1803,,كمران (جزيرة كمران)
subdistrict,YE180323,Jabal At Tayr Island,YE18,YE1803,,جزيرة جبل الطير
subdistrict,YE180335,Aqban Kabir Island,YE18,YE1803,,جزيرة عقبان كبير
subdistrict,YE180336,Al Budhi Island,YE18,YE1803,,جزيرة البظيع
subdistrict,YE180421,As Salif,YE18,YE1804,,الصليف
subdistrict,YE180521,Rub Al Qahm,YE18,YE1805,,ربع القحم
subdistrict,YE180621,Kasharib,YE18,YE1806,,كشارب
subdistrict,YE180622,Bani Mahdi - Al Qanawis,YE18,YE1806,,بني مهدي - القناوص
subdistrict,YE180623,Al Quzi,YE18,YE1806,,القوزى
subdistrict,YE180624,Al Mahadilah,YE18,YE1806,,المهادله
subdistrict,YE180625,Al Maqaishah,YE18,YE1806,,المقاعشه
subdistrict,YE180721,Az Zaydyah,YE18,YE1807,,الزيديه
subdistrict,YE180722,Al Hashabirah,YE18,YE1807,,الحشابره
subdistrict,YE180723,Al Qubayah,YE18,YE1807,,القباعيه
subdistrict,YE180724,Al Atawiyah,YE18,YE1807,,العطاويه
subdistrict,YE180821,Bani Mohammad - Al Mighlaf,YE18,YE1808,,بني محمد - المغلاف
subdistrict,YE180822,Al Mahamidah,YE18,YE1808,,المحامده
subdistrict,YE180823,Bani Al Barah,YE18,YE1808,,بني البره
subdistrict,YE180921,Al Jarabih As Sufla,YE18,YE1809,,الجرابح السفلى
subdistrict,YE180922,Al Jarabih Al Olya,YE18,YE1809,,الجرابح العليا
subdistrict,YE181021,Bajil,YE18,YE1810,,باجل
subdistrict,YE181022,Al Jumadi,YE18,YE1810,,الجمادي
subdistrict,YE181023,Al Khalfiyah,YE18,YE1810,,الخلفيه
subdistrict,YE181024,Ad Damir,YE18,YE1810,,الضامر
subdistrict,YE181025,Al Hadariyah,YE18,YE1810,,الحضاريه
subdistrict,YE181121,Al Qitah Al Olya,YE18,YE1811,,القطعة العليا
subdistrict,YE181122,Al Qitah As Sufla,YE18,YE1811,,القطعة السفلى
subdistrict,YE181221,Bilad Ash Sharq,YE18,YE1812,,بلاد الشرق
subdistrict,YE181222,Al Khuzai,YE18,YE1812,,الخزاعي
subdistrict,YE181223,Al Mawsatah Ash Sharqiyah,YE18,YE1812,,الموسطة الشرقيه
subdistrict,YE181224,Al Mawsatah Al Gharbiyah,YE18,YE1812,,الموسطة الغربيه
subdistrict,YE181225,Bani Sulayman - Bura,YE18,YE1812,,بني سليمان - برع
subdistrict,YE181226,Bani Baqi,YE18,YE1812,,بني باقى
subdistrict,YE181227,Bilad At Taraf,YE18,YE1812,,بلاد الطرف
subdistrict,YE181321,Al Marawiah,YE18,YE1813,,المراوعه
subdistrict,YE181322,Al Kitabyah wa Al Waariyah,YE18,YE1813,,الكتابية والوعاريه
subdistrict,YE181323,Al Qati,YE18,YE1813,,القطيع
subdistrict,YE181324,Ar Raqabah,YE18,YE1813,,الرقابه
subdistrict,YE181325,Ar Rabsah,YE18,YE1813,,الربصه
subdistrict,YE181326,Al Qutamlah,YE18,YE1813,,القطامله
subdistrict,YE181327,Ad Dumaniyah,YE18,YE1813,,الدمانيه
subdistrict,YE181328,Bani Salah - Al Marawiah,YE18,YE1813,,بني صلاح - المراوعه
subdistrict,YE181329,Al Amiriah wa Ad Duhli,YE18,YE1813,,العامرية والدحلي
subdistrict,YE181330,Al Falafilah,YE18,YE1813,,الفلافله
subdistrict,YE181421,Ad Durayhimi - Ad Durayhimi,YE18,YE1814,,الدريهمي - الدريهمي
subdistrict,YE181422,Al Manafirah,YE18,YE1814,,المنافره
subdistrict,YE181423,Al Mashaqinah,YE18,YE1814,,المشاقنه
subdistrict,YE181424,Al Masaid,YE18,YE1814,,المساعيد
subdistrict,YE181425,Al Maghalisah,YE18,YE1814,,المغالسه
subdistrict,YE181426,Bani Musa - Ad Durayhimi,YE18,YE1814,,بني موسى - الدريهمي
subdistrict,YE181427,Al Jahbah Al Olya,YE18,YE1814,,الجحبة العليا
subdistrict,YE181428,Az Zaraniq,YE18,YE1814,,الزرانيق
subdistrict,YE181429,Al Jahbah As Sufla,YE18,YE1814,,الجحبة السفلى
subdistrict,YE181430,Ad Durayhimi - At Tarfah Island,YE18,YE1814,,الدريهمي - جزيرة الطرفة
subdistrict,YE181431,Ash Shab Island,YE18,YE1814,,جزيرة الشعب
subdistrict,YE181432,Hajraa Island,YE18,YE1814,,جزيرة حجرا
subdistrict,YE181521,Ar Ramiyah As Sufla,YE18,YE1815,,الرامية السفلى
subdistrict,YE181522,Ar Ramiyah Al Olya,YE18,YE1815,,الرامية العليا
subdistrict,YE181621,Al Manasirah,YE18,YE1816,,المناصره
subdistrict,YE181622,Al Waariyah,YE18,YE1816,,الوعاريه
subdistrict,YE181721,Bayt Al Faqih,YE18,YE1817,,بيت الفقيه
subdistrict,YE181722,Al Mujamalah,YE18,YE1817,,المجامله
subdistrict,YE181723,At Taraf Al Yamani,YE18,YE1817,,الطرف اليمانى
subdistrict,YE181724,At Taraf Ash Shami,YE18,YE1817,,الطرف الشامي
subdistrict,YE181725,Al Amariyah - Bayt Al Faqih,YE18,YE1817,,العماريه - بيت الفقيه
subdistrict,YE181726,Bani Mohammad wa Al Maazibah,YE18,YE1817,,بني محمد والمعازبه
subdistrict,YE181727,Bani Maqbul,YE18,YE1817,,بني مقبول
subdistrict,YE181821,Al Fawahah,YE18,YE1818,,الفواهه
subdistrict,YE181822,Al Marir,YE18,YE1818,,المرير
subdistrict,YE181823,Khanah,YE18,YE1818,,خنه
subdistrict,YE181824,Al Aqhuz - Jabal Ras,YE18,YE1818,,الاقحوز - جبل راس
subdistrict,YE181825,Al Qahraa,YE18,YE1818,,القهراء
subdistrict,YE181826,Al Ashair,YE18,YE1818,,الاشاعر
subdistrict,YE181827,Mutawafah Olya,YE18,YE1818,,مطاوفة عليا
subdistrict,YE181828,Ad Dahabishah,YE18,YE1818,,الدحابشه
subdistrict,YE181829,Dabas,YE18,YE1818,,دباس
subdistrict,YE181830,Part of Matawifah As Sufla,YE18,YE1818,,جزءمن مطاوفة سفلى
subdistrict,YE181831,Al Khan,YE18,YE1818,,الخان
subdistrict,YE181832,Al Farisi,YE18,YE1818,,الفارسى
subdistrict,YE181833,Bani Hatim - Jabal Ras,YE18,YE1818,,بني حاتم - جبل راس
subdistrict,YE181834,Al Majarin,YE18,YE1818,,المجارين
subdistrict,YE181835,Al Asakirah - Jabal Ras,YE18,YE1818,,العساكره - جبل راس
subdistrict,YE181836,Al Kawlah,YE18,YE1818,,الكوله
subdistrict,YE181837,An Nadafa,YE18,YE1818,,الندافا
subdistrict,YE181838,Al Mahshur,YE18,YE1818,,المحشور
subdistrict,YE181921,Hays,YE18,YE1819,,حيس
subdistrict,YE181922,Rub As Suq,YE18,YE1819,,ربع السوق
subdistrict,YE181923,Rub Al Hadrami - Hays,YE18,YE1819,,ربع الحضرمي - حيس
subdistrict,YE181924,Rub Al Mahal,YE18,YE1819,,ربع المحل
subdistrict,YE182021,Al Khawkhah,YE18,YE1820,,الخوخه
subdistrict,YE182022,Dawbalah,YE18,YE1820,,دوبله
subdistrict,YE182023,Al Omaysi - Al Khukhah,YE18,YE1820,,العميسى
subdistrict,YE182024,Hunaysh Al Kubra Island,YE18,YE1820,,جزيرة حنيش الكبرى
subdistrict,YE182025,Hunaysh As Sughra Island,YE18,YE1820,,جزيرة حنيش الصغرى
subdistrict,YE182033,Zuqar Island,YE18,YE1820,,جزيرة زقر
subdistrict,YE182034,Siyul Hunaysh Island,YE18,YE1820,,جزيرة سيول حنيش
subdistrict,YE182051,Haykuk Ash Sharqiyah,YE18,YE1820,,جزيرة هيكوك الشرقيه
subdistrict,YE182121,Al Hawak,YE18,YE1821,,الحوك
subdistrict,YE182221,Al Hodeidah - Al Mina,YE18,YE1822,,الحديده - الميناء
subdistrict,YE182321,Al Hodeidah - Al Hali,YE18,YE1823,,الحديده - الحالي
subdistrict,YE182421,Zabid - Zabid,YE18,YE1824,,زبيد - زبيد
subdistrict,YE182422,Bilad Al Ruqud,YE18,YE1824,,بلاد الرقود
subdistrict,YE182423,At Taribah,YE18,YE1824,,التريبه
subdistrict,YE182424,Al Qurshyah As Sufla - Zabid,YE18,YE1824,,القرشية السفلى - زبيد
subdistrict,YE182425,Al Mahat,YE18,YE1824,,المحط
subdistrict,YE182426,Al Masawifah,YE18,YE1824,,المصاوفه
subdistrict,YE182427,Al Badwah,YE18,YE1824,,البدوه
subdistrict,YE182428,Al Qurashyah,YE18,YE1824,,القراشيه
subdistrict,YE182429,Bilad As Salamah,YE18,YE1824,,بلاد السلامه
subdistrict,YE182430,Al Hami - Zabid,YE18,YE1824,,الحمى
subdistrict,YE182431,Ash Shabariq,YE18,YE1824,,الشباريق
subdistrict,YE182432,Az Zaribah,YE18,YE1824,,الزريبه
subdistrict,YE182433,Mahal Ash Shaykh,YE18,YE1824,,محل الشيخ
subdistrict,YE182434,Al Qaryah,YE18,YE1824,,القريه
subdistrict,YE182435,Al Muqar,YE18,YE1824,,الموقر
subdistrict,YE182436,Al Habil,YE18,YE1824,,الحبيل
subdistrict,YE182437,Mahal Al Mubarak,YE18,YE1824,,محل المبارك
subdistrict,YE182438,Al Murshadyah,YE18,YE1824,,المرشديه
subdistrict,YE182521,Al Masilah - Al Jarrahi,YE18,YE1825,,المعاصله
subdistrict,YE182522,Al Ayadiyah As sufla,YE18,YE1825,,العيادية السفلى
subdistrict,YE182523,Ar Rakb,YE18,YE1825,,الركب
subdistrict,YE182524,Oqba wa Qurat Amir,YE18,YE1825,,عقبى وقرة عامر
subdistrict,YE182525,Al Mahariqah,YE18,YE1825,,المحارقه
subdistrict,YE182526,Al Abadiyah al Olya,YE18,YE1825,,العبادية العليا
subdistrict,YE182621,At Tuhayta,YE18,YE1826,,التحيتا
subdistrict,YE182622,Ar Rawiyah,YE18,YE1826,,الرويه
subdistrict,YE182623,Al Mujahasah,YE18,YE1826,,المجاهصه
subdistrict,YE182624,Al Maghras,YE18,YE1826,,المغرس
subdistrict,YE182625,Al Matinah,YE18,YE1826,,المتينه
subdistrict,YE182626,Al Qurshyah As Sufla - At Tuhayta,YE18,YE1826,,القرشية السفلى - التحيتا
subdistrict,YE182630,Al Qirsh Island (Al Lakham),YE18,YE1826,,جزيرة القرش(اللخم)
subdistrict,YE190121,Rumah,YE19,YE1901,,رماه
subdistrict,YE190221,Thamud,YE19,YE1902,,ثمود
subdistrict,YE190321,Al Qaff,YE19,YE1903,,القف
subdistrict,YE190421,Zamakh wa Manwakh,YE19,YE1904,,زمخ ومنوخ
subdistrict,YE190521,Hajar As Sayar,YE19,YE1905,,حجر الصيعر
subdistrict,YE190621,Al Abr,YE19,YE1906,,العبر
subdistrict,YE190721,Al Qatn,YE19,YE1907,,القطن
subdistrict,YE190722,Wadi Sir - Al Qatn,YE19,YE1907,,وادي سر
subdistrict,YE190821,Shibam - Shibam,YE19,YE1908,,شبام - شبام
subdistrict,YE190921,Sah,YE19,YE1909,,ساه
subdistrict,YE191021,Sayun,YE19,YE1910,,سيئون
subdistrict,YE191121,Tarim,YE19,YE1911,,تريم
subdistrict,YE191221,As Sawm,YE19,YE1912,,السوم
subdistrict,YE191321,Ar Raydah wa Qussayar,YE19,YE1913,,الريدة وقصيعر
